Player,NF,RW,Salary,Actual
B. Pachal,4.2,0.00,2600,0
R. Lomberg,4.2,0.00,2000,0
B. Hutton,4.0,0.00,2000,0
L. Carlsson,3.8,0.00,2000,0
D. Miromanov,0.0,0.58,2800,0
J. Leschyshyn,3.0,0.00,2000,0
A. Heponiemi,2.9,0.00,2000,0
M. Kiersted,2.7,0.00,2000,0
A. Lundell,0.5,0.00,6200,0
M. Pacioretty,0.4,0.00,8800,0
N. MacKinnon,15.4,14.88,11000,19.3
M. Rantanen,14.9,13.41,8800,10
P. Francouz,15.3,12.81,10400,13
N. Kadri,10.9,12.64,8400,14.3
T. Meier,12.0,12.01,9400,11.8
C. Makar,11.6,10.98,9000,27.3
T. Hertl,9.6,9.54,7600,8
B. Burns,8.1,9.54,8000,11.4
D. Toews,9.8,8.62,8200,9.5
L. Couture,8.3,8.78,7800,9.5
V. Nichushkin,8.5,8.23,7200,24.3
E. Karlsson,8.3,7.84,7400,10
J. Middleton,4.6,8.64,6000,4.3
A. Burakovsky,8.1,7.82,7000,6.5
N. Bonino,5.8,6.34,5400,1.5
A. Newhook,7.5,5.70,5000,6
Z. Sawchenko,0.0,7.15,9800,2.8
J. Compher,4.3,5.91,5600,3
R. Balcers,3.9,5.56,3000,14.3
J. Dahlen,5.5,5.09,4600,0
A. Barabanov,5.2,5.10,5200,7.8
E. Johnson,5.4,4.67,5800,8.4
J. Manson,4.8,4.72,4200,0
L. O'Connor,6.0,4.39,4000,3
J. Megna,4.1,3.96,2000,4.1
R. Murray,4.0,3.42,2000,8.4
N. Sturm,6.1,2.18,2200,3
N. Meloche,3.6,2.29,3600,5
M. Nieto,2.8,2.22,4400,4.3
D. Helm,4.1,1.79,2000,12.8
M. Vlasic,3.9,1.74,2000,6.3
J. Gadjovich,1.4,2.00,2000,2.8
A. Cogliano,3.3,1.59,2000,0
N. Aube-Kubel,4.2,1.42,3800,1.5
J. Johnson,3.7,1.38,2000,0
G. Landeskog,11.2,0.00,8600,0
J. Viel,2.4,1.49,3400,13
S. Reedy,2.5,1.45,2600,0
K. MacDermid,2.1,1.01,2800,0
N. Gregor,5.1,0.00,4800,0
D. Kuemper,0.0,0.77,10600,0
A. Raska,4.2,0.00,2000,0
J. Barron,4.2,0.00,2000,0
N. Merkley,4.1,0.00,2000,0
J. Gross,3.7,0.00,2000,0
K. Sherwood,3.3,0.00,2000,0
R. Simek,3.3,0.00,2400,0
J. Reimer,0.0,0.50,10000,0
J. Leonard,2.9,0.00,2000,0
D. Rittich,11.0,14.17,9600,2.8
R. Josi,11.9,11.93,10800,9.3
F. Forsberg,12.3,10.27,9800,1.5
M. Duchene,11.5,10.13,9200,3
J. Quick,11.6,7.84,10400,19.3
A. Kopitar,8.3,8.04,8800,12.8
A. Kempe,8.8,7.78,8600,23
P. Danault,6.5,7.58,8400,2.6
M. Ekholm,5.9,7.49,6000,4.1
T. Moore,7.1,7.05,7000,27.3
A. Kaliyev,6.3,6.81,5600,20.5
S. Durzi,7.1,6.20,8200,1.5
A. Iafallo,7.1,5.92,7600,5
M. Granlund,7.5,5.77,7400,3
R. Johansen,7.9,5.32,8000,7.8
A. Carrier,4.6,5.77,5200,8.4
E. Tolvanen,5.3,5.51,5000,5.6
G. Vilardi,3.0,4.97,2000,1.5
L. Kunin,4.8,4.64,4400,4.3
J. Spence,6.4,4.16,5400,13.4
O. Maatta,4.2,4.24,4800,5.6
T. Jeannot,6.6,3.68,6600,0
J. Lauzon,3.6,3.98,2400,0
A. Edler,4.7,2.88,4600,5.6
Y. Trenin,4.5,2.55,2000,6
P. Tomasino,6.0,2.35,3000,11.3
N. Cousins,5.0,2.36,2000,1.5
M. McCarron,3.6,2.41,2000,2.8
B. Lizotte,4.9,2.25,2000,8.5
C. Sissons,5.4,2.13,2600,4.5
J. Moverare,3.9,2.25,2000,8.2
C. Grundstrom,5.1,2.11,2800,1.5
A. Strand,3.8,2.06,3200,0
M. Borowiecki,0.0,1.95,2000,1.3
R. Kupari,3.4,1.79,2000,11
Q. Byfield,3.3,1.79,3800,28
M. Tennyson,3.6,1.39,3400,1.5
J. Saros,0.0,0.82,9600,0
C. Petersen,0.0,0.48,10400,0
M. Roy,6.7,0.00,7000,0
D. Fabbro,4.8,0.00,6000,0
M. Luff,4.6,0.00,2000,0
T. Bjornfot,4.1,0.00,2000,0
S. Fagemo,3.3,0.00,2000,0
J. Davies,3.3,0.00,2200,0
A. Turcotte,3.3,0.00,2000,0
T. Stecher,3.1,0.00,4200,5.8
L. Andersson,3.1,0.00,2000,1.5
B. Harpur,2.5,0.00,2000,0
M. Olivier,2.2,0.00,2000,0
